movie_id,title,rating,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,genre_11,genre_12,genre_13,genre_14,genre_15,genre_16,genre_17,genre_18,cluster
46,Exotica (1994),3.5555555555555554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47,Ed Wood (1994),3.601503759398496,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,Hoop Dreams (1994),4.094017094017094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,I.Q. (1994),3.3209876543209877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
50,Star Wars (1977),4.3584905660377355,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
51,Legends of the Fall (1994),3.45679012345679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
52,"Madness of King George, The (1994)",3.769230769230769,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,Natural Born Killers (1994),2.953125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
54,Outbreak (1995),3.2403846153846154,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
55,"Professional, The (1994)",3.704697986577181,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
56,Pulp Fiction (1994),4.060913705583756,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
57,Priest (1994),4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58,Quiz Show (1994),3.645714285714286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59,Three Colors: Red (1994),4.0602409638554215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60,Three Colors: Blue (1993),4.015625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
61,Three Colors: White (1994),3.864406779661017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
62,Stargate (1994),3.141732283464567,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
63,"Santa Clause, The (1994)",3.097560975609756,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
64,"Shawshank Redemption, The (1994)",4.445229681978798,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
65,What's Eating Gilbert Grape (1993),3.5391304347826087,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
66,While You Were Sleeping (1995),3.549382716049383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
67,Ace Ventura: Pet Detective (1994),3.0485436893203883,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
68,"Crow, The (1994)",3.417910447761194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
69,Forrest Gump (1994),3.853582554517134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4
70,Four Weddings and a Funeral (1994),3.6613545816733066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
71,"Lion King, The (1994)",3.7818181818181817,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,"Mask, The (1994)",3.193798449612403,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4
73,Maverick (1994),3.46875,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
74,Faster Pussycat! Kill! Kill! (1965),3.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
75,Brother Minister: The Assassination of Malcolm X (1994),3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
76,Carlito's Way (1993),3.4074074074074074,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
77,"Firm, The (1993)",3.2781456953642385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
78,Free Willy (1993),2.4545454545454546,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
79,"Fugitive, The (1993)",4.044642857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
80,Hot Shots! Part Deux (1993),2.764705882352941,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
81,"Hudsucker Proxy, The (1994)",3.5545454545454547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
82,Jurassic Park (1993),3.7203065134099615,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
83,Much Ado About Nothing (1993),4.0625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
84,Robert A. Heinlein's The Puppet Masters (1994),3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
85,"Ref, The (1994)",3.0344827586206895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
86,"Remains of the Day, The (1993)",3.94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
87,Searching for Bobby Fischer (1993),3.9057971014492754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
88,Sleepless in Seattle (1993),3.539906103286385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
89,Blade Runner (1982),4.138181818181818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
90,So I Married an Axe Murderer (1993),3.0526315789473686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4
91,"Nightmare Before Christmas, The (1993)",3.5874125874125875,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,True Romance (1993),3.6153846153846154,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
93,Welcome to the Dollhouse (1995),3.7232142857142856,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
94,Home Alone (1990),3.0875912408759123,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
95,Aladdin (1992),3.8127853881278537,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96,Terminator 2: Judgment Day (1991),4.0067796610169495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
97,Dances with Wolves (1990),3.79296875,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
98,"Silence of the Lambs, The (1991)",4.28974358974359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
99,Snow White and the Seven Dwarfs (1937),3.7093023255813953,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,Fargo (1996),4.155511811023622,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
101,Heavy Metal (1981),3.26027397260274,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
102,"Aristocats, The (1970)",3.1296296296296298,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
103,All Dogs Go to Heaven 2 (1996),1.8666666666666667,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104,Theodore Rex (1995),1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
105,Sgt. Bilko (1996),2.5675675675675675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
106,Diabolique (1996),2.887323943661972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
107,Moll Flanders (1996),3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
108,Kids in the Hall: Brain Candy (1996),3.076923076923077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
109,Mystery Science Theater 3000: The Movie (1996),3.4307692307692306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
110,Operation Dumbo Drop (1995),2.5161290322580645,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
111,"Truth About Cats & Dogs, The (1996)",3.485294117647059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
112,Flipper (1996),2.45,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.111111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
114,Wallace & Gromit: The Best of Aardman Animation (1996),4.447761194029851,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
115,"Haunted World of Edward D. Wood Jr., The (1995)",3.7333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
116,Cold Comfort Farm (1995),3.824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
117,"Rock, The (1996)",3.693121693121693,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
118,Twister (1996),3.2150170648464163,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
119,Maya Lin: A Strong Clear Vision (1994),4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
120,Striptease (1996),2.2388059701492535,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
121,Independence Day (ID4) (1996),3.438228438228438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
122,"Cable Guy, The (1996)",2.339622641509434,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
123,"Frighteners, The (1996)",3.234782608695652,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
124,Lone Star (1996),4.053475935828877,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
125,Phenomenon (1996),3.557377049180328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
126,"Spitfire Grill, The (1996)",3.804123711340206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
127,"Godfather, The (1972)",4.283292978208232,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
128,Supercop (1992),3.5384615384615383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
129,Bound (1996),3.8217054263565893,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
130,Kansas City (1996),2.260869565217391,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
131,Breakfast at Tiffany's (1961),3.7263157894736842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
132,"Wizard of Oz, The (1939)",4.0772357723577235,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
133,Gone with the Wind (1939),3.871345029239766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
134,Citizen Kane (1941),4.292929292929293,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
135,2001: A Space Odyssey (1968),3.969111969111969,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2
136,Mr. Smith Goes to Washington (1939),4.123809523809523,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
137,Big Night (1996),3.9005847953216373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
138,D3: The Mighty Ducks (1996),2.5789473684210527,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
139,"Love Bug, The (1969)",2.78,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
140,Homeward Bound: The Incredible Journey (1993),3.2131147540983607,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
141,"20,000 Leagues Under the Sea (1954)",3.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
142,Bedknobs and Broomsticks (1971),3.0701754385964914,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
143,"Sound of Music, The (1965)",3.765765765765766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
144,Die Hard (1988),3.8724279835390947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
145,"Lawnmower Man, The (1992)",2.4461538461538463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
146,Unhook the Stars (1996),2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
147,"Long Kiss Goodnight, The (1996)",3.4702702702702704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
148,"Ghost and the Darkness, The (1996)",3.203125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
149,Jude (1996),3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
150,Swingers (1996),3.828025477707006,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
151,Willy Wonka and the Chocolate Factory (1971),3.6319018404907975,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
152,Sleeper (1973),3.6341463414634148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
153,"Fish Called Wanda, A (1988)",3.785425101214575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
154,Monty Python's Life of Brian (1979),3.7471264367816093,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
155,Dirty Dancing (1987),3.1020408163265305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
156,Reservoir Dogs (1992),3.9864864864864864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
157,Platoon (1986),3.6929133858267718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
158,Weekend at Bernie's (1989),2.6166666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
159,Basic Instinct (1992),3.227722772277228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
160,Glengarry Glen Ross (1992),3.463768115942029,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
161,Top Gun (1986),3.481818181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
162,On Golden Pond (1981),3.556603773584906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
163,"Return of the Pink Panther, The (1974)",3.5543478260869565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
164,"Abyss, The (1989)",3.589403973509934,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
165,Jean de Florette (1986),4.109375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
166,Manon of the Spring (Manon des sources) (1986),4.120689655172414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
167,Private Benjamin (1980),2.955223880597015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
168,Monty Python and the Holy Grail (1974),4.0664556962025316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
169,"Wrong Trousers, The (1993)",4.466101694915254,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
170,Cinema Paradiso (1988),4.1735537190082646,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
171,Delicatessen (1991),3.876923076923077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
172,"Empire Strikes Back, The (1980)",4.204359673024523,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2
173,"Princess Bride, The (1987)",4.172839506172839,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
174,Raiders of the Lost Ark (1981),4.252380952380952,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
175,Brazil (1985),3.8173076923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
176,Aliens (1986),3.9471830985915495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
177,"Good, The Bad and The Ugly, The (1966)",3.8613138686131387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
178,12 Angry Men (1957),4.344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
179,"Clockwork Orange, A (1971)",3.909502262443439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
180,Apocalypse Now (1979),4.04524886877828,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
181,Return of the Jedi (1983),4.007889546351085,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
182,GoodFellas (1990),3.9513274336283186,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
183,Alien (1979),4.034364261168385,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2
184,Army of Darkness (1993),3.4310344827586206,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2
185,Psycho (1960),4.100418410041841,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
186,"Blues Brothers, The (1980)",3.8366533864541834,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,"Godfather: Part II, The (1974)",4.186602870813397,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
188,Full Metal Jacket (1987),3.6823529411764704,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
189,"Grand Day Out, A (1992)",4.106060606060606,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
190,Henry V (1989),4.137096774193548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
191,Amadeus (1984),4.163043478260869,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
192,Raging Bull (1980),4.120689655172414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
193,"Right Stuff, The (1983)",3.917197452229299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
194,"Sting, The (1973)",4.058091286307054,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
195,"Terminator, The (1984)",3.9335548172757475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
196,Dead Poets Society (1989),3.9163346613545817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
197,"Graduate, The (1967)",4.104602510460251,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
198,Nikita (La Femme Nikita) (1990),4.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
199,"Bridge on the River Kwai, The (1957)",4.175757575757576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
200,"Shining, The (1980)",3.825242718446602,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
201,Evil Dead II (1987),3.5168539325842696,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
202,Groundhog Day (1993),3.7642857142857142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
203,Unforgiven (1992),3.868131868131868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
204,Back to the Future (1985),3.834285714285714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
205,Patton (1970),3.9926470588235294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
206,Akira (1988),3.38,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
207,Cyrano de Bergerac (1990),3.8181818181818183,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
208,Young Frankenstein (1974),3.945,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
209,This Is Spinal Tap (1984),3.905759162303665,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
210,Indiana Jones and the Last Crusade (1989),3.930513595166163,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
211,M*A*S*H (1970),3.912621359223301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
212,"Unbearable Lightness of Being, The (1988)",3.4565217391304346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
213,"Room with a View, A (1986)",3.985074626865672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
214,Pink Floyd - The Wall (1982),3.3508771929824563,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
215,Field of Dreams (1989),3.69811320754717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
216,When Harry Met Sally... (1989),3.910344827586207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
217,Bram Stoker's Dracula (1992),3.158333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
218,Cape Fear (1991),3.456140350877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
